nome,cpu%,ram%,status,dataHora
AcerEZService.exe,0.0,0.08,LISTEN,2025-04-27_16-28-36
OneApp.IGCC.WinService.exe,0.0,0.06,NONE,2025-04-27_16-28-37
IntelAudioService.exe,0.0,0.04,NONE,2025-04-27_16-28-37
GooglePlayGamesServices.exe,0.0,0.14,NONE,2025-04-27_16-28-37
MpDefenderCoreService.exe,0.0,0.04,NONE,2025-04-27_16-28-37
ARTAimmxService.exe,0.0,0.0,NONE,2025-04-27_16-28-37
ipf_uf.exe,0.0,0.0,NONE,2025-04-27_16-28-37
mysqld.exe,0.0,0.05,NONE,2025-04-27_16-28-37
WidgetService.exe,0.0,0.03,NONE,2025-04-27_16-28-37
WMIRegistrationService.exe,0.0,0.0,NONE,2025-04-27_16-28-37
MsMpEng.exe,0.0,1.47,NONE,2025-04-27_16-28-37
ipfsvc.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-28-37
wslservice.exe,0.0,0.05,NONE,2025-04-27_16-28-38
AcerSysMonitorService.exe,0.0,0.0,LISTEN,2025-04-27_16-28-38
dllhost.exe,0.0,0.02,NONE,2025-04-27_16-28-38
UserOOBEBroker.exe,0.0,0.0,NONE,2025-04-27_16-28-38
SearchIndexer.exe,0.0,0.19,NONE,2025-04-27_16-28-38
AggregatorHost.exe,0.0,0.03,NONE,2025-04-27_16-28-38
unsecapp.exe,0.0,0.03,NONE,2025-04-27_16-28-38
msedgewebview2.exe,0.0,0.3,NONE,2025-04-27_16-28-38
OpenConsole.exe,0.0,0.05,NONE,2025-04-27_16-28-38
AcerService.exe,0.0,0.02,LISTEN,2025-04-27_16-28-38
taskhostw.exe,0.0,0.12,NONE,2025-04-27_16-28-39
uihost.exe,0.0,0.16,NONE,2025-04-27_16-28-39
sihost.exe,0.0,0.16,NONE,2025-04-27_16-28-39
ipf_helper.exe,0.0,0.02,NONE,2025-04-27_16-28-39
HostAppServiceUpdater.exe,0.0,0.0,NONE,2025-04-27_16-28-39
pet.exe,0.0,0.02,NONE,2025-04-27_16-28-39
ADESv2BW.exe,0.0,0.0,NONE,2025-04-27_16-28-39
NisSrv.exe,0.0,0.04,NONE,2025-04-27_16-28-39
StartMenuExperienceHost.exe,0.0,0.14,NONE,2025-04-27_16-28-39
SearchHost.exe,0.0,0.06,NONE,2025-04-27_16-28-39
SecurityHealthSystray.exe,0.0,0.01,NONE,2025-04-27_16-28-39
Widgets.exe,0.0,0.15,NONE,2025-04-27_16-28-39
powershell.exe,0.0,0.83,NONE,2025-04-27_16-28-39
ACCUserPS.exe,0.0,0.0,NONE,2025-04-27_16-28-40
ctfmon.exe,0.0,0.12,NONE,2025-04-27_16-28-40
AQAUserPS.exe,0.0,0.05,ESTABLISHED,2025-04-27_16-28-40
AcerSysHardwareService.exe,0.0,0.0,NONE,2025-04-27_16-28-40
StorPSCTL.exe,0.0,0.02,NONE,2025-04-27_16-28-40
SecurityHealthService.exe,0.0,0.02,NONE,2025-04-27_16-28-41
ShellHost.exe,0.0,0.07,NONE,2025-04-27_16-28-41
ssh.exe,0.0,0.06,ESTABLISHED,2025-04-27_16-28-41
MySQLWorkbench.exe,0.0,0.48,ESTABLISHED,2025-04-27_16-28-41
FileSyncHelper.exe,0.0,0.01,NONE,2025-04-27_16-28-41
OneDrive.exe,0.0,0.35,ESTABLISHED,2025-04-27_16-28-42
Microsoft.SharePoint.exe,0.0,0.1,LISTEN,2025-04-27_16-28-42
cmd.exe,0.0,0.0,NONE,2025-04-27_16-28-42
CrossDeviceService.exe,0.0,0.08,NONE,2025-04-27_16-28-42
jusched.exe,0.0,0.0,NONE,2025-04-27_16-28-42
sppsvc.exe,0.0,0.19,NONE,2025-04-27_16-28-42
FileCoAuth.exe,0.0,0.11,NONE,2025-04-27_16-28-42
SnippingTool.exe,0.0,0.1,NONE,2025-04-27_16-28-42
backgroundTaskHost.exe,0.0,0.02,NONE,2025-04-27_16-28-43
audiodg.exe,0.0,0.2,NONE,2025-04-27_16-28-43
python.exe,0.0,0.89,ESTABLISHED,2025-04-27_16-28-43
Notepad.exe,0.0,0.16,NONE,2025-04-27_16-28-43
