nome,cpu%,ram%,status,dataHora
ARTAimmxService.exe,0.0,0.0,NONE,2025-04-27_16-29-42
ipf_uf.exe,0.0,0.0,NONE,2025-04-27_16-29-42
mysqld.exe,0.0,0.05,NONE,2025-04-27_16-29-42
WidgetService.exe,0.0,0.03,NONE,2025-04-27_16-29-42
WMIRegistrationService.exe,0.0,0.0,NONE,2025-04-27_16-29-42
MsMpEng.exe,0.0,1.66,NONE,2025-04-27_16-29-42
ipfsvc.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-29-42
wslservice.exe,0.0,0.05,NONE,2025-04-27_16-29-42
AcerSysMonitorService.exe,0.0,0.0,LISTEN,2025-04-27_16-29-42
dllhost.exe,0.0,0.02,NONE,2025-04-27_16-29-42
UserOOBEBroker.exe,0.0,0.0,NONE,2025-04-27_16-29-42
SearchIndexer.exe,0.0,0.19,NONE,2025-04-27_16-29-42
AggregatorHost.exe,0.0,0.03,NONE,2025-04-27_16-29-42
unsecapp.exe,0.0,0.03,NONE,2025-04-27_16-29-43
msedgewebview2.exe,0.0,0.3,NONE,2025-04-27_16-29-43
OpenConsole.exe,0.0,0.05,NONE,2025-04-27_16-29-43
AcerService.exe,0.0,0.02,LISTEN,2025-04-27_16-29-43
taskhostw.exe,0.0,0.12,NONE,2025-04-27_16-29-43
uihost.exe,0.0,0.16,NONE,2025-04-27_16-29-43
sihost.exe,0.0,0.16,NONE,2025-04-27_16-29-43
ipf_helper.exe,0.0,0.02,NONE,2025-04-27_16-29-44
HostAppServiceUpdater.exe,0.0,0.0,NONE,2025-04-27_16-29-44
pet.exe,0.0,0.03,NONE,2025-04-27_16-29-44
ADESv2BW.exe,0.0,0.0,NONE,2025-04-27_16-29-44
NisSrv.exe,0.0,0.04,NONE,2025-04-27_16-29-44
StartMenuExperienceHost.exe,0.0,0.14,NONE,2025-04-27_16-29-44
SearchHost.exe,0.0,0.06,NONE,2025-04-27_16-29-44
SecurityHealthSystray.exe,0.0,0.01,NONE,2025-04-27_16-29-44
Widgets.exe,0.0,0.16,NONE,2025-04-27_16-29-44
powershell.exe,0.0,0.83,NONE,2025-04-27_16-29-44
ACCUserPS.exe,0.0,0.0,NONE,2025-04-27_16-29-44
ctfmon.exe,0.0,0.12,NONE,2025-04-27_16-29-45
AQAUserPS.exe,0.0,0.05,ESTABLISHED,2025-04-27_16-29-45
AcerSysHardwareService.exe,0.0,0.0,NONE,2025-04-27_16-29-45
StorPSCTL.exe,0.0,0.06,NONE,2025-04-27_16-29-45
SecurityHealthService.exe,0.0,0.02,NONE,2025-04-27_16-29-45
ShellHost.exe,0.0,0.07,NONE,2025-04-27_16-29-45
ssh.exe,0.0,0.06,ESTABLISHED,2025-04-27_16-29-46
MySQLWorkbench.exe,0.0,0.49,ESTABLISHED,2025-04-27_16-29-46
FileSyncHelper.exe,0.0,0.01,NONE,2025-04-27_16-29-46
OneDrive.exe,0.0,0.35,ESTABLISHED,2025-04-27_16-29-46
Microsoft.SharePoint.exe,0.0,0.1,LISTEN,2025-04-27_16-29-46
cmd.exe,0.0,0.0,NONE,2025-04-27_16-29-46
CrossDeviceService.exe,0.0,0.08,NONE,2025-04-27_16-29-47
jusched.exe,0.0,0.0,NONE,2025-04-27_16-29-47
FileCoAuth.exe,0.0,0.11,NONE,2025-04-27_16-29-47
SnippingTool.exe,0.0,0.1,NONE,2025-04-27_16-29-47
backgroundTaskHost.exe,0.0,0.02,NONE,2025-04-27_16-29-47
audiodg.exe,0.0,0.2,NONE,2025-04-27_16-29-47
python.exe,0.0,0.92,ESTABLISHED,2025-04-27_16-29-47
Notepad.exe,0.0,0.16,NONE,2025-04-27_16-29-47
