nome,cpu%,ram%,status,dataHora
servicehost.exe,0.0,0.16,NONE,2025-04-27_16-35-37
RuntimeBroker.exe,0.0,0.33,NONE,2025-04-27_16-35-37
jhi_service.exe,0.0,0.0,LISTEN,2025-04-27_16-35-37
AAADSvc.exe,0.0,0.0,NONE,2025-04-27_16-35-37
ADESv2Svc.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-35-38
AcerCCAgent.exe,0.0,0.01,LISTEN,2025-04-27_16-35-38
AcerServiceWrapper.exe,0.0,0.01,NONE,2025-04-27_16-35-38
AcerDIAgent.exe,0.0,0.01,LISTEN,2025-04-27_16-35-38
AcerSystemCentralService.exe,0.0,0.04,NONE,2025-04-27_16-35-38
AcerPixyService.exe,0.0,0.0,LISTEN,2025-04-27_16-35-38
AcerQAAgent.exe,0.0,0.03,ESTABLISHED,2025-04-27_16-35-38
AcerEZService.exe,0.0,0.08,LISTEN,2025-04-27_16-35-38
OneApp.IGCC.WinService.exe,0.0,0.06,NONE,2025-04-27_16-35-38
IntelAudioService.exe,0.0,0.03,NONE,2025-04-27_16-35-38
GooglePlayGamesServices.exe,0.0,0.15,NONE,2025-04-27_16-35-38
MpDefenderCoreService.exe,0.0,0.05,NONE,2025-04-27_16-35-38
ARTAimmxService.exe,0.0,0.0,NONE,2025-04-27_16-35-39
ipf_uf.exe,0.0,0.0,NONE,2025-04-27_16-35-39
mysqld.exe,0.0,0.06,NONE,2025-04-27_16-35-39
WidgetService.exe,0.0,0.03,NONE,2025-04-27_16-35-39
WMIRegistrationService.exe,0.0,0.0,NONE,2025-04-27_16-35-39
MsMpEng.exe,0.0,1.57,NONE,2025-04-27_16-35-39
ipfsvc.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-35-39
wslservice.exe,0.0,0.06,NONE,2025-04-27_16-35-39
AcerSysMonitorService.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-35-39
dllhost.exe,0.0,0.02,NONE,2025-04-27_16-35-39
UserOOBEBroker.exe,0.0,0.0,NONE,2025-04-27_16-35-40
SearchIndexer.exe,0.0,0.15,NONE,2025-04-27_16-35-40
AggregatorHost.exe,0.0,0.05,NONE,2025-04-27_16-35-40
unsecapp.exe,0.0,0.03,NONE,2025-04-27_16-35-40
msedgewebview2.exe,0.0,0.29,NONE,2025-04-27_16-35-40
OpenConsole.exe,0.0,0.05,NONE,2025-04-27_16-35-40
AcerService.exe,0.0,0.02,LISTEN,2025-04-27_16-35-40
taskhostw.exe,0.0,0.1,NONE,2025-04-27_16-35-41
uihost.exe,0.0,0.19,NONE,2025-04-27_16-35-41
sihost.exe,0.0,0.15,NONE,2025-04-27_16-35-41
ipf_helper.exe,0.0,0.02,NONE,2025-04-27_16-35-41
powershell.exe,0.0,2.48,NONE,2025-04-27_16-35-41
HostAppServiceUpdater.exe,0.0,0.0,NONE,2025-04-27_16-35-41
pet.exe,0.0,0.03,NONE,2025-04-27_16-35-41
ADESv2BW.exe,0.0,0.0,NONE,2025-04-27_16-35-41
NisSrv.exe,0.0,0.04,NONE,2025-04-27_16-35-41
StartMenuExperienceHost.exe,0.0,0.14,NONE,2025-04-27_16-35-41
SearchHost.exe,0.0,0.06,NONE,2025-04-27_16-35-41
SecurityHealthSystray.exe,0.0,0.01,NONE,2025-04-27_16-35-41
Widgets.exe,0.0,0.16,NONE,2025-04-27_16-35-42
ACCUserPS.exe,0.0,0.0,NONE,2025-04-27_16-35-42
ctfmon.exe,0.0,0.12,NONE,2025-04-27_16-35-42
AQAUserPS.exe,0.0,0.06,ESTABLISHED,2025-04-27_16-35-42
AcerSysHardwareService.exe,0.0,0.0,NONE,2025-04-27_16-35-42
StorPSCTL.exe,0.0,0.04,NONE,2025-04-27_16-35-43
SecurityHealthService.exe,0.0,0.02,NONE,2025-04-27_16-35-43
ShellHost.exe,0.0,0.07,NONE,2025-04-27_16-35-43
MySQLWorkbench.exe,0.0,0.5,ESTABLISHED,2025-04-27_16-35-43
FileSyncHelper.exe,0.0,0.01,NONE,2025-04-27_16-35-43
OneDrive.exe,0.0,0.35,ESTABLISHED,2025-04-27_16-35-44
Microsoft.SharePoint.exe,0.0,0.11,LISTEN,2025-04-27_16-35-44
cmd.exe,0.0,0.01,NONE,2025-04-27_16-35-44
CrossDeviceService.exe,0.0,0.13,NONE,2025-04-27_16-35-44
jusched.exe,0.0,0.0,NONE,2025-04-27_16-35-44
FileCoAuth.exe,0.0,0.11,NONE,2025-04-27_16-35-44
SnippingTool.exe,0.0,0.1,NONE,2025-04-27_16-35-44
backgroundTaskHost.exe,0.0,0.02,NONE,2025-04-27_16-35-44
ssh.exe,0.0,0.02,ESTABLISHED,2025-04-27_16-35-44
Notepad.exe,0.0,0.15,NONE,2025-04-27_16-35-45
python.exe,0.0,0.91,ESTABLISHED,2025-04-27_16-35-45
