nome,cpu%,ram%,status,dataHora
AcerQAAgent.exe,0.0,0.03,ESTABLISHED,2025-04-27_16-35-21
AcerEZService.exe,0.0,0.08,LISTEN,2025-04-27_16-35-21
OneApp.IGCC.WinService.exe,0.0,0.06,NONE,2025-04-27_16-35-21
IntelAudioService.exe,0.0,0.03,NONE,2025-04-27_16-35-21
GooglePlayGamesServices.exe,0.0,0.15,NONE,2025-04-27_16-35-21
MpDefenderCoreService.exe,0.0,0.05,NONE,2025-04-27_16-35-21
ARTAimmxService.exe,0.0,0.0,NONE,2025-04-27_16-35-21
ipf_uf.exe,0.0,0.0,NONE,2025-04-27_16-35-21
mysqld.exe,0.0,0.06,NONE,2025-04-27_16-35-21
WidgetService.exe,0.0,0.03,NONE,2025-04-27_16-35-22
WMIRegistrationService.exe,0.0,0.0,NONE,2025-04-27_16-35-22
MsMpEng.exe,0.0,1.66,NONE,2025-04-27_16-35-22
ipfsvc.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-35-22
wslservice.exe,0.0,0.06,NONE,2025-04-27_16-35-22
AcerSysMonitorService.exe,0.0,0.0,ESTABLISHED,2025-04-27_16-35-22
dllhost.exe,0.0,0.02,NONE,2025-04-27_16-35-22
UserOOBEBroker.exe,0.0,0.0,NONE,2025-04-27_16-35-22
SearchIndexer.exe,0.0,0.15,NONE,2025-04-27_16-35-22
AggregatorHost.exe,0.0,0.05,NONE,2025-04-27_16-35-22
unsecapp.exe,0.0,0.03,NONE,2025-04-27_16-35-23
msedgewebview2.exe,0.0,0.29,NONE,2025-04-27_16-35-23
OpenConsole.exe,0.0,0.05,NONE,2025-04-27_16-35-23
AcerService.exe,0.0,0.02,LISTEN,2025-04-27_16-35-23
taskhostw.exe,0.0,0.1,NONE,2025-04-27_16-35-23
uihost.exe,0.0,0.19,NONE,2025-04-27_16-35-24
sihost.exe,0.0,0.15,NONE,2025-04-27_16-35-24
ipf_helper.exe,0.0,0.02,NONE,2025-04-27_16-35-24
powershell.exe,0.0,2.48,NONE,2025-04-27_16-35-24
HostAppServiceUpdater.exe,0.0,0.0,NONE,2025-04-27_16-35-24
pet.exe,0.0,0.03,NONE,2025-04-27_16-35-24
ADESv2BW.exe,0.0,0.0,NONE,2025-04-27_16-35-24
NisSrv.exe,0.0,0.04,NONE,2025-04-27_16-35-24
StartMenuExperienceHost.exe,0.0,0.14,NONE,2025-04-27_16-35-24
SearchHost.exe,0.0,0.06,NONE,2025-04-27_16-35-24
SecurityHealthSystray.exe,0.0,0.01,NONE,2025-04-27_16-35-24
Widgets.exe,0.0,0.16,NONE,2025-04-27_16-35-24
ACCUserPS.exe,0.0,0.0,NONE,2025-04-27_16-35-24
ctfmon.exe,0.0,0.12,NONE,2025-04-27_16-35-25
AQAUserPS.exe,0.0,0.06,ESTABLISHED,2025-04-27_16-35-25
AcerSysHardwareService.exe,0.0,0.0,NONE,2025-04-27_16-35-25
StorPSCTL.exe,0.0,0.05,NONE,2025-04-27_16-35-25
SecurityHealthService.exe,0.0,0.02,NONE,2025-04-27_16-35-25
ShellHost.exe,0.0,0.07,NONE,2025-04-27_16-35-25
MySQLWorkbench.exe,0.0,0.5,ESTABLISHED,2025-04-27_16-35-26
FileSyncHelper.exe,0.0,0.01,NONE,2025-04-27_16-35-26
OneDrive.exe,0.0,0.35,ESTABLISHED,2025-04-27_16-35-26
Microsoft.SharePoint.exe,0.0,0.11,LISTEN,2025-04-27_16-35-26
cmd.exe,0.0,0.01,NONE,2025-04-27_16-35-26
CrossDeviceService.exe,0.0,0.13,NONE,2025-04-27_16-35-27
jusched.exe,0.0,0.0,NONE,2025-04-27_16-35-27
FileCoAuth.exe,0.0,0.11,NONE,2025-04-27_16-35-27
SnippingTool.exe,0.0,0.1,NONE,2025-04-27_16-35-27
backgroundTaskHost.exe,0.0,0.02,NONE,2025-04-27_16-35-27
ssh.exe,0.0,0.02,ESTABLISHED,2025-04-27_16-35-27
Notepad.exe,0.0,0.15,NONE,2025-04-27_16-35-27
python.exe,0.0,0.91,ESTABLISHED,2025-04-27_16-35-27
