nome,cpu%,ram%,status,dataHora
ctfmon.exe,0.0,0.12,NONE,2025-04-27_16-28-58
AQAUserPS.exe,0.0,0.05,ESTABLISHED,2025-04-27_16-28-58
AcerSysHardwareService.exe,0.0,0.0,NONE,2025-04-27_16-28-58
StorPSCTL.exe,0.0,0.02,NONE,2025-04-27_16-28-58
SecurityHealthService.exe,0.0,0.02,NONE,2025-04-27_16-28-58
ShellHost.exe,0.0,0.07,NONE,2025-04-27_16-28-59
ssh.exe,0.0,0.06,ESTABLISHED,2025-04-27_16-28-59
MySQLWorkbench.exe,0.0,0.48,ESTABLISHED,2025-04-27_16-28-59
FileSyncHelper.exe,0.0,0.01,NONE,2025-04-27_16-28-59
OneDrive.exe,0.0,0.35,ESTABLISHED,2025-04-27_16-28-59
Microsoft.SharePoint.exe,0.0,0.1,LISTEN,2025-04-27_16-29-00
cmd.exe,0.0,0.0,NONE,2025-04-27_16-29-00
CrossDeviceService.exe,0.0,0.08,NONE,2025-04-27_16-29-00
jusched.exe,0.0,0.0,NONE,2025-04-27_16-29-00
FileCoAuth.exe,0.0,0.11,NONE,2025-04-27_16-29-00
SnippingTool.exe,0.0,0.1,NONE,2025-04-27_16-29-00
backgroundTaskHost.exe,0.0,0.02,NONE,2025-04-27_16-29-00
audiodg.exe,0.0,0.2,NONE,2025-04-27_16-29-00
python.exe,0.0,0.91,ESTABLISHED,2025-04-27_16-29-00
Notepad.exe,0.0,0.16,NONE,2025-04-27_16-29-01
