ram_percent,cpu_percent,ram_livre,dataHora,maquinaId
87.4,91.7,1053876224,2025-04-26 20:18:29,4
87.6,100.0,1045299200,2025-04-26 20:18:30,4
87.9,100.0,1009270784,2025-04-26 20:18:32,4
87.5,100.0,1056411648,2025-04-26 20:18:33,4
87.1,100.0,1088827392,2025-04-26 20:18:34,4
86.0,100.0,1180229632,2025-04-26 20:18:35,4
84.9,60.7,1267798016,2025-04-26 20:18:36,4
84.8,28.7,1280167936,2025-04-26 20:18:38,4
84.8,8.4,1275723776,2025-04-26 20:18:39,4
84.8,19.6,1282658304,2025-04-26 20:18:40,4
84.9,7.4,1275019264,2025-04-26 20:18:41,4
84.9,15.6,1269739520,2025-04-26 20:18:42,4
85.0,18.9,1262465024,2025-04-26 20:18:43,4
85.1,22.6,1257091072,2025-04-26 20:18:44,4
85.2,87.7,1242439680,2025-04-26 20:18:45,4
85.3,99.2,1228185600,2025-04-26 20:18:47,4
85.6,44.4,1209733120,2025-04-26 20:18:48,4
86.0,97.8,1183817728,2025-04-26 20:18:49,4
86.1,54.8,1175846912,2025-04-26 20:18:50,4
86.1,33.3,1168449536,2025-04-26 20:18:51,4
86.4,36.6,1144930304,2025-04-26 20:18:52,4
87.1,69.8,1088753664,2025-04-26 20:18:54,4
86.8,17.9,1104646144,2025-04-26 20:18:55,4
87.0,41.9,1093275648,2025-04-26 20:18:56,4
87.3,54.1,1075335168,2025-04-26 20:18:57,4
87.2,44.4,1079328768,2025-04-26 20:18:58,4
87.0,44.7,1094098944,2025-04-26 20:19:00,4
87.4,37.7,1057087488,2025-04-26 20:19:01,4
87.4,31.2,1063927808,2025-04-26 20:19:02,4
87.4,16.0,1058107392,2025-04-26 20:19:03,4
87.4,17.9,1057943552,2025-04-26 20:19:04,4
87.4,36.5,1062412288,2025-04-26 20:19:05,4
87.3,68.3,1068867584,2025-04-26 20:19:06,4
87.5,93.1,1067220992,2025-04-26 20:19:08,4
87.3,37.2,1061785600,2025-04-26 20:19:09,4
87.4,10.3,1065922560,2025-04-26 20:19:10,4
87.3,10.0,1067896832,2025-04-26 20:19:11,4
87.3,11.3,1070125056,2025-04-26 20:19:12,4
87.2,9.2,1080782848,2025-04-26 20:19:13,4
87.2,23.6,1080393728,2025-04-26 20:19:14,4
87.0,58.2,1097605120,2025-04-26 20:19:15,4
87.1,56.5,1083609088,2025-04-26 20:19:16,4
86.9,31.0,1092608000,2025-04-26 20:19:18,4
86.9,25.0,1093648384,2025-04-26 20:19:19,4
86.9,10.0,1108070400,2025-04-26 20:19:20,4
86.5,13.2,1133522944,2025-04-26 20:19:21,4
86.7,10.8,1120419840,2025-04-26 20:19:22,4
86.9,65.7,1101459456,2025-04-26 20:19:23,4
87.0,24.5,1098530816,2025-04-26 20:19:24,4
87.0,20.1,1095933952,2025-04-26 20:19:25,4
87.1,52.4,1089024000,2025-04-26 20:19:27,4
87.2,99.8,1083088896,2025-04-26 20:19:28,4
87.5,40.2,1048629248,2025-04-26 20:19:29,4
87.7,39.6,1034264576,2025-04-26 20:19:30,4
87.7,31.3,1036951552,2025-04-26 20:19:31,4
87.5,13.3,1048711168,2025-04-26 20:19:33,4
87.7,90.8,1037103104,2025-04-26 20:19:34,4
87.6,28.3,1043468288,2025-04-26 20:19:35,4
87.6,17.6,1042747392,2025-04-26 20:19:36,4
87.6,25.8,1048498176,2025-04-26 20:19:37,4
87.4,32.9,1059401728,2025-04-26 20:19:38,4
