ram_uso,cpu_percent,cpu_freq,cpu_ociosidade_dias,ram_percent,ram_livre,rede_recv,rede_sent,dataHora,maquinaId
14515798016,40.2,1700.0,179,86.2,2330464256,2502741,2226025,2025-04-26 22:15:57,4
14512578560,25.0,1700.0,179,86.1,2337628160,2502856,2226305,2025-04-26 22:15:59,4
14509948928,26.7,1700.0,179,86.1,2353020928,2502972,2226476,2025-04-26 22:16:00,4
14508040192,20.3,1700.0,179,86.1,2341339136,2503126,2226774,2025-04-26 22:16:01,4
14516662272,20.7,1700.0,179,86.2,2329595904,2503298,2227096,2025-04-26 22:16:03,4
14546075648,57.3,1700.0,179,86.5,2287947776,2503456,2227502,2025-04-26 22:16:04,4
14556241920,53.8,1700.0,179,86.5,2291539968,2503653,2228031,2025-04-26 22:16:05,4
14562836480,40.1,1700.0,179,86.4,2286542848,2503805,2228291,2025-04-26 22:16:07,4
14536884224,48.8,1700.0,179,86.3,2310180864,2503962,2228539,2025-04-26 22:16:08,4
14544281600,21.6,1700.0,179,86.4,2299731968,2504108,2228896,2025-04-26 22:16:09,4
14554820608,31.0,1700.0,179,86.4,2292985856,2504277,2229536,2025-04-26 22:16:11,4
14545649664,33.5,1700.0,179,86.3,2301276160,2504432,2230062,2025-04-26 22:16:12,4
14536757248,39.9,1700.0,179,86.3,2311262208,2504546,2230418,2025-04-26 22:16:13,4
14533337088,38.2,1700.0,179,86.3,2304516096,2504653,2230758,2025-04-26 22:16:15,4
14526230528,41.6,1700.0,179,86.2,2321752064,2504748,2231121,2025-04-26 22:16:16,4
14709080064,59.2,1700.0,179,87.3,2146725888,2504918,2231413,2025-04-26 22:16:18,4
14618984448,53.2,1700.0,179,86.8,2229534720,2505068,2231667,2025-04-26 22:16:19,4
14634684416,26.3,1700.0,179,86.9,2212327424,2505164,2232016,2025-04-26 22:16:20,4
14680633344,38.1,1700.0,179,87.1,2168389632,2505257,2232481,2025-04-26 22:16:22,4
14686031872,32.3,1700.0,179,87.1,2173255680,2505346,2232724,2025-04-26 22:16:23,4
14629457920,41.2,1700.0,179,86.8,2221264896,2505437,2232981,2025-04-26 22:16:24,4
14623019008,55.5,1700.0,179,86.8,2222247936,2505525,2233296,2025-04-26 22:16:26,4
14638759936,61.5,1700.0,179,86.9,2215333888,2505611,2233779,2025-04-26 22:16:27,4
14622982144,33.3,1700.0,179,86.8,2225373184,2505775,2233986,2025-04-26 22:16:28,4
14625386496,32.6,1700.0,179,86.8,2217558016,2505937,2234294,2025-04-26 22:16:30,4
